event_key,legacy_event_id,year,event_name,event_slug,start_date,end_date,city,region,country,host_club,event_type,status,notes,source
2010_u_s,1265850138,2010,U. S. Open Freestyle Footbag Championships,u_s_open_freestyle_footbag_championships,2010-07-24,2010-07-25,Vancouver,Washington,United States,Sole Purpose,freestyle,completed,,mirror
2010_footbagjam_stara_zagora,1262631137,2010,Urban Komba Footbag Open Footbag Jam,urban_komba_footbag_open_footbag_jam,2010-01-30,2010-01-31,Stara Zagora,,Bulgaria,Urban Komba,mixed,completed,,mirror
2010_wsf_mistrzostwa_pragi,1267199851,2010,WSF Mistrzostwa Pragi w Grze w Zoske,wsf_mistrzostwa_pragi_w_grze_w_zoske,2010-05-01,2010-05-02,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,mixed,completed,,mirror
2010_zocha,1288096032,2010,Zocha Jam 2010,zocha_jam_2010,2010-12-04,2010-12-05,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,mixed,completed,,mirror
2011_footbagjam_lausanne,1299019355,2011,10 years Pieds à Gilles - 7th Swiss Footbag Open,10_years_pieds_gilles_7th_swiss_footbag_open,2011-08-26,2011-08-28,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,net,completed,,mirror
2011_polish,1297811412,2011,11th Annual Polish Footbag Championships 2011,11th_annual_polish_footbag_championships_2011,2011-08-19,2011-08-21,Płońsk,Masovian,Poland,Footbayerzy Footbag Club Nowe Miasto,mixed,completed,,mirror
2011_de_france_de,1294262550,2011,12e Open de France de Footbag,12e_open_de_france_de_footbag,2011-02-24,2011-02-27,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,mixed,completed,,mirror
2011_german,1298627369,2011,13th Annual German Footbag Championships,13th_annual_german_footbag_championships,2011-10-21,2011-10-23,Kiel,Schleswig-Holstein,Germany,Nordlicht Footbag Club e.V.,mixed,completed,,mirror
2011_eurochamp_madrid,1293877917,2011,13th Annual IFPA European Footbag Championships,13th_annual_ifpa_european_footbag_championships,2011-07-08,2011-07-10,Madrid,Community of Madrid,Spain,Madrid Footbag Club,mixed,completed,,mirror
2011_eastregion,1313351184,2011,2011 East Coast Footbag Championships,2011_east_coast_footbag_championships,2011-09-24,2011-09-25,New Brunswick,New Jersey,United States,,mixed,completed,,mirror
2011_green_chaos,1295120951,2011,2011 Green Cup Presented by Chaos,2011_green_cup_presented_by_chaos,2011-05-28,2011-05-30,Oakland,California,United States,Chaos Footbag Club,mixed,completed,,mirror
2011_mud_island_belt,1294779128,2011,2011 Mud Island Belt presented by Memphis Footworks,2011_mud_island_belt_presented_by_memphis_footworks,2011-04-09,2011-04-10,Memphis,Tennessee,United States,Memphis Footworks,net,completed,,mirror
2011_prague,1295262886,2011,2011 Prague Open,2011_prague_open,2011-02-19,2011-02-19,Prague,,Czech Republic,Czech Footbag Association,net,completed,,mirror
2011_vancouver_golf,1310408325,2011,24th Annual Vancouver Open & Golf Tournament,24th_annual_vancouver_open_golf_tournament,2011-08-20,2011-08-21,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,mixed,completed,,mirror
2011_copa_ciencias,1297909685,2011,2da Copa Ciencias,2da_copa_ciencias,2011-03-12,2011-03-13,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2011_copa_venezuela,1301675662,2011,2da Copa Venezuela,2da_copa_venezuela,2011-06-24,2011-06-26,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2011_worlds_helsinki,1293877677,2011,32nd IFPA WORLD FOOTBAG CHAMPIONSHIPS,32nd_ifpa_world_footbag_championships,2011-07-31,2011-08-06,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),worlds,completed,,mirror
2011_copa_t_chira,1314328055,2011,3ra Copa Táchira de Footbag,3ra_copa_t_chira_de_footbag,2011-10-01,2011-10-02,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,net,completed,,mirror
2011_copa_pro,1311699287,2011,3ra Copa X-PRO,3ra_copa_x_pro,2011-11-05,2011-11-06,Caracas,Miranda,Venezuela,X-PRO,net,completed,,mirror
2011_windy_city,1299532552,2011,4th Annual Windy City Cup Footbag Net Championships,4th_annual_windy_city_cup_footbag_net_championships,2011-06-17,2011-06-19,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2011_campeonato_suramericano_de,1314323534,2011,5to Campeonato Suramericano de Footbag,5to_campeonato_suramericano_de_footbag,2011-12-18,2011-12-21,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,mixed,completed,,mirror
2011_footbagjam_warsaw,1316280393,2011,8th Annual Wilanow Footbag Open 2011,8th_annual_wilanow_footbag_open_2011,2011-11-26,2011-11-27,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,mixed,completed,,mirror
2011_aachen_outdoor_rally,1301243982,2011,Aachen Outdoor Open - The Rally Cup,aachen_outdoor_open_the_rally_cup,2011-06-11,2011-06-12,Düsseldorf,North Rhine-Westphalia,Germany,TSK Aachen e.V.,net,completed,,mirror
2011_april_assault,1298063977,2011,April Assault!,april_assault,2011-04-02,2011-04-02,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2011_austrian,1318673467,2011,Austrian Footbag Championships 2011,austrian_footbag_championships_2011,2011-12-09,2011-12-11,Vienna,,Austria,Footbag-Vienna,freestyle,completed,,mirror
2011_bembel_gimbledon,1290861524,2011,Bembel Cup 2011: Gimbledon Championships,bembel_cup_2011_gimbledon_championships,2011-07-23,2011-07-24,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2011_finnish,1321368279,2011,Finnish Footbag Championships,finnish_footbag_championships,2011-12-17,2011-12-18,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),net,completed,,mirror
2011_footcamp,1301104070,2011,Footcamp 2011,footcamp_2011,2011-04-22,2011-04-24,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,net,completed,,mirror
2011_french,1305581560,2011,French Footbag Championships 2011,french_footbag_championships_2011,2011-06-11,2011-06-12,Nantes,Loire-Atlantique,France,Carnabal Footbag,mixed,completed,,mirror
2011_jfk,1302802291,2011,JFK Net Battle,jfk_net_battle,2011-06-04,2011-06-05,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2011_kick_volley_03,1287703732,2011,Kick Volley 03,kick_volley_03,2011-03-26,2011-03-27,Montréal,Quebec,Canada,Association Québécoise de Footbag,net,completed,,mirror
2011_memphicago,1315451053,2011,Memphicago Open,memphicago_open,2011-10-08,2011-10-08,Salem,Illinois,United States,Memphis Footworks,net,completed,,mirror
2011_paris_battle,1300316952,2011,Paris Net Battle 2011,paris_net_battle_2011,2011-04-16,2011-04-17,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2011_rnh_contest,1320232300,2011,RNH Contest 2011,rnh_contest_2011,2011-12-03,2011-12-04,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2011_texas_state,1314229545,2011,Texas State Footbag Championships 2011,texas_state_footbag_championships_2011,2011-10-29,2011-10-30,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,net,completed,,mirror
2011_akisphere,1301837824,2011,"The AkiSphere 2011, presented by AKIQ",the_akisphere_2011_presented_by_akiq,2011-07-01,2011-07-03,Montréal,Quebec,Canada,Aki Québec,net,completed,,mirror
2011_king_hill_aki,1301837216,2011,"The King of the Hill 2011, presented by Aki Québec",the_king_of_the_hill_2011_presented_by_aki_qu_bec,2011-08-27,2011-08-28,Montréal,Quebec,Canada,Aki Québec,net,completed,,mirror
2011_todexon_12,1293878155,2011,Todexon 12,todexon_12,2011-04-16,2011-04-16,Prague,,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2011_turku,1302874713,2011,Turku Open,turku_open,2011-07-23,2011-07-24,Turku,Southwest Finland,Finland,Footcraft,net,completed,,mirror
2011_usopen_portland,1295842442,2011,US OPEN Footbag Net Championships 2011,us_open_footbag_net_championships_2011,2011-06-25,2011-06-26,Portland,Oregon,United States,NPR,net,completed,,mirror
2011_usopen_boise,1301958487,2011,US Open Freestyle Footbag Championships,us_open_freestyle_footbag_championships,2011-08-11,2011-08-13,Boise,Idaho,United States,Northwest Footbag Alliance,freestyle,completed,,mirror
2012_polish,1336988107,2012,12th Annual IFPA Polish Footbag Championships 2012,12th_annual_ifpa_polish_footbag_championships_2012,2012-08-24,2012-08-26,Wrocław,Lower Silesian,Poland,DST Footbag Club Strzelin,mixed,completed,,mirror
2012_eurochamp_dusseldorf,1328094862,2012,14th Annual IFPA European Footbag Championships,14th_annual_ifpa_european_footbag_championships,2012-07-13,2012-07-15,Düsseldorf,North Rhine-Westphalia,Germany,TSK Aachen e.V.,mixed,completed,,mirror
2012_fc_footstar_anniversary,1319622692,2012,14th FC Footstar anniversary,14th_fc_footstar_anniversary,2012-01-28,2012-01-29,Berlin,,Germany,FC Footstar Berlin e.V.,mixed,completed,,mirror
2012_torneo_nacional_de,1346948712,2012,1o Torneo Nacional de Footbag,1o_torneo_nacional_de_footbag,2012-10-13,2012-10-15,Medellín,Antioquia,Colombia,Footbag Medellin,mixed,completed,,mirror
2012_green_chaos,1330902233,2012,2012 Green Cup Presented by Chaos,2012_green_cup_presented_by_chaos,2012-05-26,2012-05-28,Oakland,California,United States,Chaos Footbag Club,mixed,completed,,mirror
2012_usopen_freestyle_portland,1335148163,2012,2012 US Open Freestyle Footbag Championships,2012_us_open_freestyle_footbag_championships,2012-08-25,2012-08-25,Portland,Oregon,United States,Sole Purpose,freestyle,completed,,mirror
2012_vancouver,1337309613,2012,25th Annual Vancouver Open Footbag Championships,25th_annual_vancouver_open_footbag_championships,2012-08-18,2012-08-19,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,net,completed,,mirror
2012_eastregion,1337623340,2012,30th Annual East Coast Footbag Championships,30th_annual_east_coast_footbag_championships,2012-09-28,2012-09-30,Brooklyn,New York,United States,New York Footbag Association,mixed,completed,,mirror
2012_worlds_warsaw,1323272493,2012,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,33rd_ifpa_world_footbag_championships,2012-07-29,2012-08-04,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,worlds,completed,,mirror
2012_copa_ciencias_ucv,1330833781,2012,3ra Copa Ciencias-UCV.,3ra_copa_ciencias_ucv,2012-03-24,2012-03-25,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2012_copa_venezuela,1339389008,2012,3ra Copa Venezuela,3ra_copa_venezuela,2012-06-30,2012-07-01,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2012_biennial_helsinki,1333483324,2012,3rd biennial Helsinki Open Footbag Tournament,3rd_biennial_helsinki_open_footbag_tournament,2012-05-19,2012-05-20,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),net,completed,,mirror
2012_copa_t_chira,1348929718,2012,4ta Copa Táchira de Footbag,4ta_copa_t_chira_de_footbag,2012-11-03,2012-11-04,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,net,completed,,mirror
2012_suramericano_de,1346947092,2012,6o Suramericano de Footbag,6o_suramericano_de_footbag,2012-12-17,2012-12-20,Medellín,Antioquia,Colombia,Footbag Medellin,mixed,completed,,mirror
2012_torneo_footcamp,1335761071,2012,6to Torneo FootCamp,6to_torneo_footcamp,2012-06-02,2012-06-03,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,net,completed,,mirror
2012_acapulco_zocha,1344933824,2012,Acapulco Zocha Jam,acapulco_zocha_jam,2012-09-01,2012-09-02,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,mixed,completed,,mirror
2012_akisphere,1337327565,2012,Akisphere,akisphere,2012-06-22,2012-06-24,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2012_bembel,1325504349,2012,Bembel Cup 2012,bembel_cup_2012,2012-07-21,2012-07-22,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2012_carnabal_contest,1347475695,2012,Carnabal Footbag Contest,carnabal_footbag_contest,2012-10-20,2012-10-21,Nantes,Loire-Atlantique,France,Carnabal Footbag,net,completed,,mirror
2012_fifth_windy_city,1344519313,2012,Fifth Annual Windy City Cup Footbag Net Championships,fifth_annual_windy_city_cup_footbag_net_championships,2012-08-24,2012-08-26,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2012_footbagjam_helsinki,1353223688,2012,Finnish Footbag Open,finnish_footbag_open,2012-12-08,2012-12-09,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),mixed,completed,,mirror
2012_french,1335381794,2012,French Footbag Championships 2012,french_footbag_championships_2012,2012-05-26,2012-05-27,Nantes,Pays de la Loire,France,Carnabal Footbag,net,completed,,mirror
2012_footbagjam_dresden,1337617980,2012,German Footbag Open (14th Annual German Footbag Championships),german_footbag_open_14th_annual_german_footbag_championships,2012-08-25,2012-08-26,Dresden,Saxony,Germany,Footbag Dresden e.V.,mixed,completed,,mirror
2012_austrian_champs,1344593549,2012,IFPA Austrian Footbag Champs 2012,ifpa_austrian_footbag_champs_2012,2012-11-23,2012-11-25,Linz,Upper Austria,Austria,gravityfighters Linz,mixed,completed,,mirror
2012_jfk,1329044785,2012,JFK March Mayhem 2012,jfk_march_mayhem_2012,2012-03-24,2012-03-25,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2012_paris_battle_2,1331667371,2012,Paris Net Battle 2,paris_net_battle_2,2012-04-14,2012-04-15,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2012_praha,1326451143,2012,Praha Open,praha_open,2012-02-18,2012-02-18,Prague,,Czech Republic,Czech Footbag Association,net,completed,,mirror
2012_rnh_contest,1353085933,2012,RNH Contest 2012,rnh_contest_2012,2012-11-24,2012-11-25,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2012_swiss,1329132977,2012,Swiss Footbag Championships 2012,swiss_footbag_championships_2012,2012-05-19,2012-05-20,Zurich,,Switzerland,Sole Rebels Zürich,mixed,completed,,mirror
2012_texas_state,1348171585,2012,Texas State Footbag Championships 2012,texas_state_footbag_championships_2012,2012-10-20,2012-10-21,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,net,completed,,mirror
2012_mud_island_belt,1323980691,2012,The 2012 Mud Island Belt Presented by Memphis Footworks,the_2012_mud_island_belt_presented_by_memphis_footworks,2012-04-14,2012-04-15,Memphis,Tennessee,United States,Memphis Footworks,net,completed,,mirror
2012_todexon_13,1321869570,2012,Todexon 13,todexon_13,2012-04-06,2012-04-08,Prague,,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2012_turku,1335898356,2012,Turku Open 2012,turku_open_2012,2012-06-30,2012-07-01,Turku,Southwest Finland,Finland,Footcraft,net,completed,,mirror
2012_usopen_net_portland,1320803601,2012,U.S. OPEN Footbag Net Championships 2012,u_s_open_footbag_net_championships_2012,2012-06-30,2012-07-01,Portland,Oregon,United States,NPR,net,completed,,mirror
2012_footbagjam_warsaw,1338821785,2012,Warsaw Footbag Open 2012,warsaw_footbag_open_2012,2012-07-01,2012-07-01,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,net,completed,,mirror
2013_bembel,1357642226,2013,*Bembel Cup*,bembel_cup,2013-05-18,2013-05-19,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2013_de_france_de,1354752474,2013,13e Open de France de Footbag,13e_open_de_france_de_footbag,2013-02-08,2013-02-10,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,mixed,completed,,mirror
2013_polish,1376036018,2013,13th Annual Polish Footbag Championships 2013,13th_annual_polish_footbag_championships_2013,2013-08-31,2013-09-01,Wrocław,Lower Silesian,Poland,,mixed,completed,,mirror
2013_years_fc_footstar,1349043745,2013,15 Years FC Footstar,15_years_fc_footstar,2013-01-25,2013-01-27,Berlin,,Germany,FC Footstar Berlin e.V.,mixed,completed,,mirror
2013_german,1377192359,2013,15th Annual German Footbag Championships & Open,15th_annual_german_footbag_championships_open,2013-10-12,2013-10-13,Berlin,,Germany,FC Footstar Berlin e.V.,mixed,completed,,mirror
2013_eurochamp_moscow,1362657553,2013,15th Annual IFPA European Footbag Championships,15th_annual_ifpa_european_footbag_championships,2013-07-05,2013-07-07,Moscow,,Russia,FlyD,mixed,completed,,mirror
2013_footbagjam_helsinki,1374570632,2013,17th Annual Finnish Footbag Open,17th_annual_finnish_footbag_open,2013-09-14,2013-09-15,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),freestyle,completed,,mirror
2013_green_chaos,1358271250,2013,2013 Green Cup Presented by Chaos,2013_green_cup_presented_by_chaos,2013-05-25,2013-05-27,San Francisco,California,United States,Chaos Footbag Club,mixed,completed,,mirror
2013_mud_island_belt,1357234775,2013,2013 Mud Island Belt presented by Memphis Footworks,2013_mud_island_belt_presented_by_memphis_footworks,2013-04-13,2013-04-14,Bartlett,Tennessee,United States,Memphis Footworks,net,completed,,mirror
2013_usopen_seattle,1360305756,2013,2013 U.S. Open Freestyle Footbag Championships,2013_u_s_open_freestyle_footbag_championships,2013-06-29,2013-06-30,Seattle,Washington,United States,Rain City Shred,freestyle,completed,,mirror
2013_eastregion,1367327351,2013,31 Annual East Coast Footbag Championships,31_annual_east_coast_footbag_championships,2013-09-27,2013-09-29,Brooklyn,New York,United States,New York Footbag Association,mixed,completed,,mirror
2013_worlds_montreal,1361207019,2013,34th IFPA WORLD FOOTBAG CHAMPIONSHIPS,34th_ifpa_world_footbag_championships,2013-07-28,2013-08-03,Montreal,Quebec,Canada,Aki Québec,worlds,completed,,mirror
2013_copa_venezuela,1368559562,2013,4ta Copa Venezuela,4ta_copa_venezuela,2013-06-22,2013-06-23,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2013_copa_ciencias,1366240051,2013,4ta. Copa Ciencias,4ta_copa_ciencias,2013-05-04,2013-05-05,Caracas,Miranda,Venezuela,X-PRO,net,completed,,mirror
2013_helsinki,1363551565,2013,4th annual Helsinki Open Footbag Tournament,4th_annual_helsinki_open_footbag_tournament,2013-05-25,2013-05-26,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),net,completed,,mirror
2013_copa_pro,1353380057,2013,5ta Copa X-PRO,5ta_copa_x_pro,2013-02-09,2013-02-10,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2013_5_copa_t,1378928859,2013,5º Copa Táchira,5_copa_t_chira,2013-10-05,2013-10-06,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,net,completed,,mirror
2013_akisphere,1362598500,2013,Akisphere,akisphere,2013-07-19,2013-07-21,Montréal,Quebec,Canada,Aki Québec,net,completed,,mirror
2013_austrian,1382778441,2013,Austrian Footbag Championships 2013,austrian_footbag_championships_2013,2013-12-20,2013-12-21,Vienna,,Austria,Footbag-Vienna,mixed,completed,,mirror
2013_footbagjam_burgas,1369141018,2013,Burgas Summer Footbag Jam V,burgas_summer_footbag_jam_v,2013-07-27,2013-07-28,Burgas,,Bulgaria,Urban Komba,net,completed,,mirror
2013_championnat_de_france,1378821205,2013,Championnat de France de Footbag 2013,championnat_de_france_de_footbag_2013,2013-11-30,2013-12-01,Nantes,Loire-Atlantique,France,Carnabal Footbag,net,completed,,mirror
2013_copa_san_sebasti,1361239371,2013,Copa San Sebastián,copa_san_sebasti_n,2013-03-16,2013-03-17,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,net,completed,,mirror
2013_czech,1379414806,2013,Czech Footbag Championships,czech_footbag_championships,2013-11-22,2013-11-24,Brno,South Moravian,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2013_footbagjam_copenhagen,1378666423,2013,Danish Footbag Open,danish_footbag_open,2013-11-29,2013-11-30,Copenhagen,Capital Region,Denmark,,freestyle,completed,,mirror
2013_footcamp,1361239920,2013,FOOTCAMP 2013,footcamp_2013,2013-04-20,2013-04-21,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,net,completed,,mirror
2013_jfk,1358964427,2013,JFK March Mayhem 2013,jfk_march_mayhem_2013,2013-03-23,2013-03-23,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",net,completed,,mirror
2013_kick_volley_04,1327693335,2013,Kick Volley 04,kick_volley_04,2013-06-15,2013-06-16,Montréal,Quebec,Canada,Association Québécoise de Footbag,net,completed,,mirror
2013_paris_battle_3,1369864929,2013,Paris Net Battle 3,paris_net_battle_3,2013-06-29,2013-06-30,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2013_sixth_windy_city,1357231609,2013,Sixth Annual Windy City Cup Footbag Net Championships,sixth_annual_windy_city_cup_footbag_net_championships,2013-06-21,2013-06-23,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2013_footbagjam_lausanne,1370276202,2013,Swiss Footbag Open & Championships,swiss_footbag_open_championships,2013-10-25,2013-10-27,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,net,completed,,mirror
2013_swiss_z_rich,1371821574,2013,Swiss Jam Zürich,swiss_jam_z_rich,2013-09-14,2013-09-15,Zurich,,Switzerland,Sole Rebels Zürich,freestyle,completed,,mirror
2013_todexon_14,1357206898,2013,Todexon 14,todexon_14,2013-04-12,2013-04-14,Prague,,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2013_turku_tuanament,1362915311,2013,Turku Open Tuanament,turku_open_tuanament,2013-07-13,2013-07-14,Turku,Southwest Finland,Finland,Footcraft,net,completed,,mirror
2013_usopen_portland,1357101984,2013,U.S. OPEN Footbag Net Championships 2013,u_s_open_footbag_net_championships_2013,2013-06-29,2013-06-30,Portland,Oregon,United States,NPR,net,completed,,mirror
2013_footbagjam_warsaw,1366375326,2013,WSF Stare Babice Footbag Jam 2013,wsf_stare_babice_footbag_jam_2013,2013-05-18,2013-05-18,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,mixed,completed,,mirror
2014_polish,1406219099,2014,14th Annual Polish Footbag Championships 2014,14th_annual_polish_footbag_championships_2014,2014-08-22,2014-08-24,Lubaczów,Subcarpathian,Poland,Lubaczów Footbag Club,mixed,completed,,mirror
2014_anniversary_rnh_rnh,1412859519,2014,15th Anniversary of RNH Footbag (RNH Contest 2014),15th_anniversary_of_rnh_footbag_rnh_contest_2014,2014-11-15,2014-11-16,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2014_footbagjam_freiburg,1401113913,2014,16th Annual German Footbag Open,16th_annual_german_footbag_open,2014-09-06,2014-09-07,Freiburg,Baden-Württemberg,Germany,FC Footstar Berlin e.V.,net,completed,,mirror
2014_eurochamp_turku,1389338303,2014,16th Annual IFPA European Footbag Championships,16th_annual_ifpa_european_footbag_championships,2014-07-11,2014-07-13,Turku,Southwest Finland,Finland,Footcraft,mixed,completed,,mirror
2014_footbagjam_helsinki,1413607134,2014,18th Annual Finnish Footbag Open,18th_annual_finnish_footbag_open,2014-11-29,2014-11-30,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),net,completed,,mirror
2014_green_chaos,1394773593,2014,2014 Green Cup Presented by Chaos,2014_green_cup_presented_by_chaos,2014-05-24,2014-05-25,Oakland,California,United States,Chaos Footbag Club,mixed,completed,,mirror
2014_copa_bobston_de,1399929003,2014,2da Copa Bobston de Footbag Net individual,2da_copa_bobston_de_footbag_net_individual,2014-06-22,2014-06-22,Medellín,Antioquia,Colombia,Club Footbag Medellín,net,completed,,mirror
2014_eastregion,1405875596,2014,32nd Annual East Coast Footbag Championships,32nd_annual_east_coast_footbag_championships,2014-09-27,2014-09-28,Brooklyn,New York,United States,New York Footbag Association,mixed,completed,,mirror
2014_worlds_paris,1391189882,2014,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,35th_ifpa_world_footbag_championships,2014-07-27,2014-08-02,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,worlds,completed,,mirror
2014_czech_meeting,1392497284,2014,3rd Czech Footbag Freestyle Meeting,3rd_czech_footbag_freestyle_meeting,2014-03-01,2014-03-02,Ostrava,Moravian-Silesian,Czech Republic,Footbag Ostrava,freestyle,completed,,mirror
2014_helsinki,1401624489,2014,5th annual Helsinki Open Footbag Tournament,5th_annual_helsinki_open_footbag_tournament,2014-06-28,2014-06-29,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),net,completed,,mirror
2014_akisphere,1403287103,2014,Akisphere,akisphere,2014-07-04,2014-07-06,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2014_bembel,1393501611,2014,Bembel Cup 2014,bembel_cup_2014,2014-05-30,2014-06-01,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2014_footbagjam_burgas,1404123889,2014,Burgas Summer Footbag Jam VI,burgas_summer_footbag_jam_vi,2014-08-22,2014-08-24,Burgas,,Bulgaria,Urban Komba,net,completed,,mirror
2014_mud_island_belt,1391176125,2014,Mud Island Belt 2014,mud_island_belt_2014,2014-04-12,2014-04-13,Memphis,Tennessee,United States,,net,completed,,mirror
2014_paris_battle,1394621886,2014,Paris Net Battle 2014,paris_net_battle_2014,2014-04-19,2014-04-19,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2014_rnh_winter_contest,1417000778,2014,RNH Winter Contest 2014,rnh_winter_contest_2014,2014-12-13,2014-12-14,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2014_seventh_windy_city,1394742347,2014,Seventh Annual Windy City Cup Footbag Net Championships,seventh_annual_windy_city_cup_footbag_net_championships,2014-06-21,2014-06-22,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2014_sweet_six_teen,1383076667,2014,Sweet Six-Teen - Footstar B-Day 2014,sweet_six_teen_footstar_b_day_2014,2014-02-01,2014-02-02,Berlin,,Germany,FC Footstar Berlin e.V.,net,completed,,mirror
2014_footbagjam_lausanne,1407335213,2014,Swiss Footbag Open,swiss_footbag_open,2014-10-17,2014-10-19,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,mixed,completed,,mirror
2014_swiss_z_rich,1389613723,2014,Swiss Jam Zürich,swiss_jam_z_rich,2014-03-15,2014-03-16,Zurich,,Switzerland,Sole Rebels Zürich,freestyle,completed,,mirror
2014_todexon_15,1389730147,2014,Todexon 15,todexon_15,2014-04-04,2014-04-06,Prague,,Czech Republic,Czech Footbag Association,mixed,completed,,mirror
2014_u_s,1386623061,2014,U. S. Open Footbag Championships 2014,u_s_open_footbag_championships_2014,2014-06-28,2014-06-29,West Linn,Oregon,United States,Sole Purpose,mixed,completed,,mirror
2014_footbagjam_stara_zagora,1393451254,2014,bulgarian open footbag jam part 24,bulgarian_open_footbag_jam_part_24,2014-05-02,2014-05-04,Stara Zagora,,Bulgaria,Urban Komba,mixed,completed,,mirror
2015_footbagjam_frankfurt,1444911632,2015,17th Annual German Footbag Open,17th_annual_german_footbag_open,2015-12-04,2015-12-06,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,mixed,completed,,mirror
2015_eurochamp_sofia,1417958417,2015,17th Annual IFPA European Footbag Championships,17th_annual_ifpa_european_footbag_championships,2015-06-25,2015-06-28,Sofia,Sofia-Grad,Bulgaria,Urban Komba,net,completed,,mirror
